R,G,B,Skin_NonSkin
155,157,111,1
39,149,37,1
175,177,125,1
148,150,104,1
188,100,154,1
184,185,145,1
201,198,160,1
108,98,111,1
51,103,163,0
10,8,7,1
83,84,34,1
111,110,52,1
178,176,128,1
152,154,108,1
49,53,12,1
139,137,83,1
135,175,224,0
157,160,121,1
63,57,16,1
178,177,127,1
197,193,158,1
55,56,22,1
201,200,162,1
11,9,8,1
47,67,122,0
241,147,134,1
200,198,163,1
176,176,130,1
104,141,209,0
55,55,25,1
32,32,8,1
177,175,127,1
116,158,211,0
183,182,138,1
165,164,114,1
201,200,162,1
196,50,176,1
183,180,136,1
171,172,140,1
176,174,126,1
237,223,225,1
76,112,188,0
179,178,134,1
55,97,150,0
111,123,177,0
0,0,0,1
74,76,30,1
192,192,152,1
1,1,1,1
152,155,109,1
164,180,227,0
203,201,170,1
90,166,55,1
189,187,146,1
181,173,126,1
54,74,139,0
171,169,121,1
54,39,200,1
180,179,135,1
112,157,218,0
122,151,105,1
149,158,221,0
180,177,133,1
203,201,167,1
89,109,144,0
119,151,210,0
173,189,236,0
90,92,33,1
178,178,132,1
58,105,159,0
6,10,0,1
197,198,156,1
224,163,99,1
19,16,2,1
30,30,6,1
157,161,125,1
201,200,162,1
53,57,21,1
146,144,90,1
135,106,91,1
187,181,140,1
0,1,0,1
200,195,164,1
103,104,48,1
180,174,169,1
76,79,30,1
176,177,133,1
8,20,8,1
183,179,138,1
132,137,86,1
233,116,101,1
174,172,132,1
148,150,98,1
17,14,0,1
35,0,140,1
7,7,7,1
151,154,105,1
112,136,190,0
163,162,112,1
201,211,251,0
179,180,138,1
137,122,96,1
52,70,123,0
196,192,157,1
59,59,23,1
123,156,225,0
85,140,201,0
164,164,116,1
17,14,9,1
80,52,211,1
194,191,146,1
181,179,138,1
109,211,206,1
53,57,22,1
115,119,60,1
165,162,111,1
201,199,164,1
173,168,119,1
180,180,132,1
81,77,82,1
172,170,122,1
82,84,32,1
180,180,134,1
34,52,39,1
206,216,255,0
158,159,117,1
183,183,137,1
179,177,129,1
130,130,90,1
96,199,194,1
80,130,196,0
53,54,14,1
36,0,144,1
193,193,153,1
181,178,133,1
2,1,0,1
16,14,3,1
166,170,134,1
54,56,14,1
103,148,222,0
136,136,76,1
32,35,33,1
73,73,25,1
199,197,162,1
55,90,140,0
89,97,150,0
170,187,236,0
167,182,231,0
93,91,37,1
113,151,215,0
114,106,69,1
201,197,162,1
17,8,189,1
12,13,3,1
133,135,99,1
36,64,45,1
199,197,162,1
56,55,41,1
181,180,130,1
110,109,59,1
176,173,128,1
54,54,18,1
138,149,157,1
44,93,139,0
181,180,136,1
146,148,106,1
69,71,25,1
98,178,101,1
54,56,27,1
190,184,137,1
193,192,154,1
187,188,144,1
62,119,181,0
149,190,252,0
255,128,0,1
201,199,164,1
171,168,124,1
176,176,130,1
201,199,164,1
178,175,131,1
162,160,112,1
158,193,255,0
180,179,135,1
59,93,139,0
70,117,179,0
32,33,7,1
66,68,26,1
168,184,237,0
164,162,114,1
197,197,157,1
139,140,90,1
144,142,84,1
200,198,163,1
134,178,242,0
189,186,141,1
30,31,11,1
118,145,182,0
79,120,189,0
186,185,141,1
58,59,19,1
128,138,208,0
172,171,121,1
46,44,13,1
89,136,220,0
11,10,0,1
54,55,21,1
136,171,221,0
198,197,159,1
221,205,193,1
99,94,155,1
172,169,124,1
178,175,131,1
159,162,123,1
174,172,124,1
64,62,22,1
95,198,193,1
197,196,162,1
166,166,130,1
136,139,89,1
94,140,218,0
44,30,162,1
133,136,97,1
164,163,113,1
79,80,30,1
110,109,75,1
143,175,228,0
22,23,3,1
110,112,66,1
186,156,43,1
194,194,154,1
58,111,174,0
128,160,226,0
53,107,162,0
24,15,5,1
173,172,122,1
48,90,137,0
153,191,255,0
118,120,174,0
181,178,134,1
174,171,126,1
105,207,202,1
86,89,39,1
101,148,222,0
38,86,144,0
180,177,132,1
147,189,248,0
114,152,210,0
146,185,230,0
181,178,134,1
119,157,211,0
173,161,113,1
192,191,153,1
107,145,209,0
56,57,17,1
179,178,128,1
220,207,205,1
17,21,233,1
164,162,114,1
80,86,127,0
42,93,143,0
71,73,44,1
164,164,116,1
179,177,129,1
111,115,133,1
147,159,223,0
139,181,240,0
174,169,124,1
126,157,226,0
181,196,245,0
179,178,134,1
131,162,215,0
182,178,130,1
20,17,2,1
55,53,5,1
184,179,140,1
102,86,103,1
108,104,55,1
101,19,7,1
158,162,120,1
164,164,118,1
200,198,163,1
76,75,49,1
179,176,132,1
163,170,119,1
57,41,188,1
140,140,86,1
199,198,160,1
76,71,26,1
154,165,227,0
95,93,45,1
239,245,250,1
182,179,135,1
179,176,131,1
32,33,31,1
96,163,36,1
112,152,210,0
158,159,125,1
153,156,111,1
53,110,172,0
180,178,130,1
192,192,152,1
226,231,234,1
26,25,21,1
31,32,12,1
164,164,116,1
148,192,246,0
171,172,128,1
14,13,9,1
177,176,132,1
157,161,126,1
61,118,179,0
179,178,134,1
199,198,172,1
162,161,111,1
63,124,188,0
32,33,7,1
198,198,158,1
63,61,43,1
92,30,22,1
165,166,126,1
198,198,158,1
177,178,136,1
194,192,157,1
50,47,33,1
32,34,4,1
201,200,162,1
65,67,21,1
182,171,139,1
32,33,0,1
205,204,170,1
157,161,126,1
97,31,12,1
130,134,93,1
44,47,8,1
0,7,189,1
40,100,154,0
180,175,130,1
205,204,170,1
78,77,51,1
90,110,165,0
3,1,1,1
53,51,40,1
62,122,182,0
68,70,28,1
157,161,126,1
124,164,222,0
170,169,118,1
172,171,121,1
128,128,128,1
196,195,157,1
30,30,6,1
201,200,162,1
151,189,253,0
137,28,137,1
65,66,26,1
20,17,3,1
145,150,121,1
13,17,12,1
180,180,126,1
48,87,131,0
6,7,0,1
135,131,250,1
134,135,245,1
148,186,251,0
13,13,1,1
156,162,227,0
59,59,59,1
136,139,90,1
55,54,16,1
55,59,18,1
58,105,156,0
35,34,8,1
9,35,22,1
165,164,114,1
142,145,99,1
199,197,163,1
34,36,6,1
134,133,82,1
0,255,255,1
180,180,134,1
177,176,126,1
141,165,231,0
37,39,9,1
89,88,38,1
165,161,113,1
108,142,202,0
156,160,125,1
130,99,76,1
167,165,117,1
192,191,153,1
110,213,208,1
9,10,1,1
159,89,159,1
80,86,129,0
131,162,231,0
32,33,7,1
161,176,225,0
201,200,162,1
191,190,146,1
205,204,170,1
58,59,19,1
134,179,246,0
177,178,134,1
163,162,111,1
62,125,199,0
106,145,214,0
173,170,125,1
198,196,162,1
14,13,9,1
78,79,37,1
37,0,148,1
58,62,26,1
199,199,159,1
255,0,128,1
96,98,39,1
179,172,129,1
164,162,114,1
164,160,112,1
168,165,120,1
201,211,255,0
125,161,225,0
177,174,129,1
123,154,223,0
0,1,0,1
84,32,20,1
29,28,18,1
97,93,40,1
158,162,127,1
17,15,4,1
173,173,127,1
51,53,17,1
95,132,188,0
168,184,231,0
52,93,142,0
197,197,203,1
142,141,85,1
11,11,0,1
145,124,39,1
202,212,252,0
201,200,162,1
31,59,30,1
163,161,113,1
15,13,12,1
16,17,15,1
231,237,232,1
96,43,23,1
23,21,13,1
181,178,134,1
129,160,229,0
130,133,94,1
183,180,136,1
48,50,14,1
190,190,144,1
50,110,255,1
190,188,147,1
54,55,13,1
2,0,0,1
164,163,113,1
185,187,141,1
87,83,58,1
30,61,46,1
201,200,162,1
139,142,93,1
196,195,157,1
199,198,160,1
69,71,25,1
98,100,48,1
156,158,112,1
160,161,122,1
138,140,88,1
93,129,199,0
173,168,119,1
78,91,129,0
200,198,163,1
197,197,161,1
58,57,23,1
0,0,0,1
3,0,2,1
91,69,248,1
52,53,19,1
75,78,29,1
22,75,61,1
153,191,255,0
228,161,100,1
74,83,126,0
122,160,214,0
188,186,146,1
3,1,1,1
178,175,130,1
155,195,253,0
177,174,129,1
171,182,239,0
80,81,31,1
46,131,117,1
80,112,177,0
164,163,113,1
94,78,61,1
91,164,94,1
2,2,2,1
39,81,123,0
23,18,3,1
172,168,120,1
51,52,18,1
53,57,22,1
152,157,126,1
163,161,113,1
36,35,9,1
152,149,98,1
171,167,118,1
199,197,162,1
96,143,224,0
180,114,185,1
172,171,121,1
39,96,148,0
161,165,130,1
223,105,93,1
162,160,112,1
38,88,134,0
105,144,212,0
99,145,223,0
146,179,228,0
182,178,137,1
198,198,158,1
142,140,86,1
34,36,0,1
112,151,213,0
198,196,161,1
62,131,201,0
184,183,139,1
171,170,120,1
177,177,129,1
4,4,0,1
32,33,7,1
182,179,135,1
3,1,0,1
104,141,209,0
182,102,173,1
177,176,132,1
199,200,161,1
173,172,122,1
85,98,136,0
213,197,255,1
54,100,164,0
86,86,38,1
32,176,27,1
32,33,23,1
165,164,114,1
178,175,131,1
39,91,144,0
165,164,114,1
105,142,204,0
92,91,35,1
87,53,207,1
172,172,126,1
167,163,115,1
62,63,23,1
89,87,33,1
4,5,0,1
152,155,110,1
156,193,255,0
148,190,255,0
183,97,145,1
2,0,1,1
181,181,135,1
25,26,16,1
167,163,114,1
15,14,0,1
83,93,133,0
133,131,77,1
167,166,115,1
6,4,0,1
187,185,137,1
195,194,156,1
38,36,5,1
167,183,226,0
184,182,134,1
50,47,43,1
53,54,14,1
137,138,88,1
124,124,64,1
131,134,89,1
55,56,22,1
145,146,102,1
207,217,251,0
49,53,17,1
105,157,227,0
24,27,12,1
130,139,96,1
172,174,122,1
181,178,134,1
117,117,63,1
164,162,114,1
202,200,165,1
197,196,158,1
74,75,33,1
178,176,128,1
49,95,142,0
20,17,2,1
99,135,205,0
161,167,126,1
58,60,18,1
165,163,115,1
133,137,190,0
79,84,129,0
177,175,127,1
154,156,110,1
172,182,229,0
6,3,0,1
54,54,18,1
164,162,114,1
59,93,139,0
49,50,10,1
124,148,224,0
204,214,254,0
54,55,21,1
18,28,16,1
147,169,235,0
180,179,135,1
99,98,47,1
128,255,255,1
103,122,233,1
107,151,222,0
192,76,45,1
172,175,126,1
211,214,219,1
100,150,222,0
109,105,56,1
133,134,92,1
109,135,165,0
63,87,133,0
199,197,162,1
46,52,27,1
131,125,80,1
53,46,235,1
68,83,139,0
199,198,160,1
64,134,111,1
91,192,190,1
136,138,79,1
179,177,129,1
132,164,229,0
15,34,17,1
246,251,250,1
91,133,210,0
151,189,253,0
124,155,224,0
214,197,188,1
175,174,124,1
195,193,152,1
199,196,152,1
95,13,1,1
180,177,132,1
164,163,112,1
113,215,210,1
132,131,75,1
76,120,174,0
158,162,121,1
56,57,23,1
197,195,160,1
171,170,120,1
11,255,255,1
18,48,35,1
235,166,93,1
51,52,18,1
41,42,16,1
179,177,129,1
7,6,2,1
189,189,149,1
0,128,0,1
181,178,133,1
97,144,198,0
136,139,90,1
203,204,214,1
117,116,58,1
172,163,125,1
79,114,178,0
164,161,110,1
173,172,122,1
193,193,153,1
56,83,217,1
55,59,23,1
141,144,95,1
134,133,89,1
94,143,217,0
200,209,252,0
103,112,233,1
99,17,5,1
64,68,26,1
186,184,143,1
167,163,114,1
45,46,12,1
180,177,132,1
69,72,23,1
76,79,30,1
78,34,255,1
73,69,34,1
77,33,20,1
185,184,140,1
160,179,224,0
229,160,97,1
60,64,23,1
59,62,23,1
61,123,193,0
101,100,49,1
16,16,0,1
54,55,21,1
81,115,181,0
114,115,65,1
195,194,156,1
102,100,46,1
173,170,125,1
182,93,132,1
20,17,0,1
113,115,169,0
178,175,130,1
176,174,126,1
214,227,229,1
178,178,132,1
117,116,58,1
69,70,26,1
155,158,126,1
197,197,203,1
145,147,95,1
55,59,23,1
135,165,230,0
18,16,0,1
68,71,26,1
140,182,229,0
105,143,201,0
95,13,1,1
110,109,53,1
150,188,252,0
53,57,22,1
53,57,21,1
109,212,207,1
251,253,254,1
172,169,124,1
164,164,116,1
24,64,36,1
158,159,120,1
141,174,220,0
223,211,205,1
97,15,3,1
143,131,251,1
43,44,12,1
147,148,98,1
73,74,32,1
205,214,255,0
200,198,163,1
110,112,66,1
82,127,131,1
63,66,27,1
53,57,22,1
117,150,219,0
180,177,126,1
134,131,186,0
103,96,157,1
53,52,14,1
25,12,150,1
140,140,86,1
75,78,29,1
141,138,87,1
87,88,38,1
128,128,128,1
252,254,255,1
232,188,151,1
183,180,135,1
127,132,87,1
123,125,83,1
202,200,165,1
168,182,230,0
118,151,214,0
118,152,211,0
160,164,129,1
77,80,31,1
162,161,111,1
32,33,7,1
180,178,137,1
107,106,48,1
172,171,121,1
57,83,70,1
197,196,158,1
1,1,1,1
153,152,96,1
97,156,226,0
150,177,233,0
15,6,187,1
160,95,164,1
166,135,114,1
51,53,17,1
140,140,194,0
127,129,183,0
45,90,63,1
198,198,158,1
62,125,193,0
0,255,0,1
55,78,123,0
70,72,26,1
182,179,135,1
78,79,35,1
178,175,131,1
142,142,88,1
152,151,100,1
68,69,25,1
167,167,119,1
155,193,255,0
113,111,76,1
199,199,159,1
123,157,216,0
69,71,25,1
143,145,103,1
172,171,121,1
149,188,250,0
180,180,134,1
130,130,130,1
47,49,13,1
117,158,203,0
171,171,117,1
51,99,151,0
198,196,162,1
176,175,131,1
178,175,131,1
53,54,15,1
185,93,134,1
189,190,146,1
109,159,25,1
194,193,155,1
136,138,92,1
91,67,245,1
154,128,111,1
179,176,132,1
131,135,99,1
174,173,122,1
90,182,235,1
11,14,12,1
171,171,125,1
157,161,126,1
190,192,146,1
165,181,240,0
145,148,99,1
55,120,189,0
70,71,29,1
198,196,161,1
132,136,101,1
172,171,121,1
103,204,202,1
173,170,125,1
164,162,114,1
169,169,121,1
123,123,69,1
230,216,217,1
47,104,155,0
119,120,70,1
173,173,125,1
196,195,169,1
38,48,36,1
47,17,214,1
150,152,100,1
81,116,190,0
79,36,17,1
138,139,89,1
130,147,173,1
67,69,27,1
170,167,122,1
183,179,138,1
163,163,115,1
134,136,190,0
167,163,114,1
144,146,94,1
170,168,120,1
143,146,97,1
132,169,229,0
169,169,123,1
52,53,19,1
167,170,114,1
29,30,26,1
165,179,232,0
37,38,12,1
197,195,160,1
196,196,156,1
141,143,91,1
44,189,161,1
140,179,247,0
21,17,0,1
34,33,7,1
124,125,69,1
193,176,167,1
97,90,151,1
36,38,19,1
60,104,157,0
255,0,255,1
54,110,159,0
172,165,138,1
146,185,247,0
139,140,98,1
17,14,0,1
197,196,158,1
83,92,130,0
127,169,228,0
176,174,126,1
53,57,21,1
193,192,154,1
83,86,130,0
78,163,255,1
196,193,155,1
120,119,61,1
133,167,226,0
200,198,164,1
227,156,89,1
202,214,255,0
141,142,92,1
51,55,20,1
196,193,162,1
39,2,0,1
194,192,151,1
53,54,20,1
159,196,255,0
0,114,254,1
133,126,93,1
57,56,22,1
48,47,27,1
182,179,135,1
199,197,162,1
173,181,134,1
131,131,131,1
199,197,163,1
69,117,121,1
105,109,162,0
67,71,30,1
167,166,115,1
158,161,122,1
176,174,126,1
37,33,8,1
149,152,106,1
255,0,128,1
70,76,19,1
181,179,131,1
0,1,176,1
174,172,124,1
57,97,149,0
56,56,40,1
25,46,21,1
138,136,82,1
52,104,151,0
176,138,120,1
195,194,156,1
182,179,135,1
117,155,213,0
142,141,83,1
140,176,224,0
12,6,1,1
202,200,165,1
63,121,187,0
205,204,170,1
164,162,114,1
182,179,135,1
169,152,143,1
190,191,195,1
54,122,187,0
15,13,2,1
18,15,1,1
118,122,70,1
177,177,131,1
155,163,230,0
94,93,55,1
105,155,221,0
145,169,229,0
61,62,20,1
179,177,129,1
171,170,119,1
184,183,139,1
77,79,33,1
144,146,94,1
104,104,64,1
141,138,87,1
94,143,217,0
4,0,5,1
195,192,154,1
4,0,72,1
158,162,127,1
97,143,220,0
65,66,26,1
202,200,165,1
156,159,120,1
168,184,231,0
167,183,230,0
157,161,126,1
203,201,167,1
103,100,45,1
175,172,127,1
114,155,217,0
176,173,122,1
0,159,253,1
159,162,123,1
12,13,11,1
202,201,163,1
65,132,117,1
167,181,234,0
9,8,0,1
114,155,210,0
162,161,111,1
200,123,67,1
56,99,148,0
158,189,242,0
20,17,2,1
58,59,17,1
171,169,121,1
159,162,123,1
79,85,126,0
0,255,255,1
68,111,160,0
156,183,239,0
103,135,194,0
142,144,92,1
0,0,255,1
79,77,19,1
120,152,218,0
187,167,142,1
167,181,110,1
52,53,14,1
177,176,132,1
167,167,119,1
200,211,255,0
140,140,86,1
178,175,131,1
167,163,114,1
59,59,19,1
201,200,162,1
151,150,94,1
109,112,63,1
197,196,158,1
75,84,127,0
2,0,1,1
120,152,217,0
187,206,249,0
0,193,0,1
70,34,254,1
15,14,0,1
53,54,20,1
175,172,127,1
197,193,158,1
53,105,165,0
171,185,238,0
204,202,168,1
150,153,107,1
195,193,153,1
136,139,90,1
179,179,131,1
76,79,30,1
122,156,216,0
180,179,135,1
121,146,166,0
160,177,233,0
138,141,86,1
170,169,119,1
158,162,127,1
18,18,12,1
187,187,147,1
41,40,6,1
2,3,0,1
72,75,60,1
54,59,20,1
183,183,137,1
176,173,129,1
168,167,116,1
92,143,216,0
129,135,100,1
214,226,232,1
116,128,198,0
73,76,27,1
178,146,97,1
152,158,123,1
135,145,155,1
63,130,199,0
27,25,114,1
24,25,9,1
205,204,170,1
44,88,135,0
34,78,119,0
32,34,5,1
160,162,120,1
171,170,120,1
183,180,136,1
147,187,252,0
40,91,153,0
36,84,148,0
152,155,106,1
104,207,202,1
140,140,86,1
113,107,88,1
201,199,164,1
175,164,150,1
178,178,132,1
71,71,25,1
226,155,88,1
252,247,184,1
116,115,57,1
205,204,170,1
34,33,7,1
16,37,34,1
177,174,129,1
199,197,162,1
20,17,2,1
193,192,154,1
166,180,228,0
203,103,133,1
165,179,231,0
178,175,131,1
230,193,103,1
48,46,236,1
111,164,23,1
157,161,126,1
51,52,18,1
154,164,228,0
53,57,22,1
51,53,17,1
164,162,114,1
185,186,144,1
168,169,119,1
65,26,242,1
139,176,228,0
62,123,189,0
54,56,20,1
118,156,210,0
78,180,233,1
3,17,153,1
112,148,202,0
157,160,115,1
182,179,135,1
124,125,75,1
183,179,138,1
204,203,169,1
173,168,119,1
182,180,149,1
121,122,72,1
145,68,136,1
134,135,85,1
178,175,131,1
82,82,36,1
45,47,5,1
165,161,112,1
135,136,92,1
126,103,88,1
15,14,0,1
129,229,241,1
166,162,114,1
51,55,20,1
115,150,223,0
179,180,138,1
175,175,129,1
100,134,193,0
138,141,92,1
136,139,90,1
37,111,81,1
197,196,158,1
150,152,100,1
66,66,18,1
198,196,162,1
177,175,127,1
115,149,219,0
173,173,127,1
31,32,6,1
97,101,154,0
171,171,125,1
121,161,226,0
166,138,121,1
15,14,0,1
41,41,11,1
241,140,162,1
111,151,210,0
20,19,15,1
190,195,204,1
136,139,90,1
53,55,19,1
149,147,93,1
206,218,224,1
172,170,122,1
102,150,222,0
33,34,8,1
108,109,113,1
56,110,173,0
144,143,87,1
171,181,121,1
151,190,255,0
255,253,188,1
115,146,167,0
21,19,1,1
72,68,20,1
163,161,113,1
179,177,129,1
144,78,149,1
30,71,44,1
199,198,160,1
127,166,218,0
161,164,125,1
76,79,29,1
150,189,255,0
10,7,2,1
198,196,156,1
179,169,121,1
71,73,27,1
182,179,135,1
202,211,254,0
164,162,114,1
0,192,0,1
169,185,228,0
255,255,245,1
126,129,184,0
152,190,254,0
162,161,110,1
95,99,152,0
154,157,112,1
127,128,89,1
210,171,209,1
30,32,10,1
156,159,109,1
170,171,127,1
77,86,130,0
38,85,139,0
171,169,121,1
68,88,46,1
180,178,137,1
175,175,129,1
142,145,96,1
59,118,180,0
67,21,3,1
164,168,132,1
90,89,33,1
146,144,90,1
89,86,72,1
125,164,216,0
30,31,5,1
199,197,163,1
21,23,11,1
1,0,2,1
156,160,119,1
136,139,90,1
161,170,103,1
180,180,134,1
0,0,1,1
59,120,184,0
4,2,168,1
145,161,220,0
61,62,18,1
201,200,162,1
68,69,25,1
15,14,0,1
125,124,128,1
99,69,58,1
66,25,241,1
67,71,30,1
164,162,114,1
164,163,113,1
144,188,251,0
169,157,123,1
201,200,162,1
201,200,162,1
57,127,194,0
146,144,90,1
199,98,123,1
162,163,123,1
186,122,194,1
196,194,164,1
205,204,170,1
153,154,104,1
134,130,119,1
53,50,22,1
171,169,121,1
163,162,112,1
178,175,131,1
181,178,134,1
111,110,52,1
174,172,124,1
180,179,135,1
51,52,18,1
151,164,232,0
189,190,146,1
90,68,247,1
139,139,85,1
53,54,20,1
128,128,128,1
192,190,150,1
156,192,255,0
197,210,254,0
84,181,237,1
188,186,145,1
59,113,168,0
61,122,188,0
138,139,89,1
6,14,4,1
178,176,128,1
153,167,233,0
188,187,143,1
186,185,141,1
175,173,125,1
110,111,67,1
174,190,243,0
148,147,109,1
137,136,78,1
199,197,162,1
97,143,220,0
196,194,153,1
202,212,252,0
75,81,126,0
137,156,17,1
114,113,55,1
142,141,83,1
168,166,112,1
89,88,32,1
79,81,39,1
63,108,159,0
161,165,130,1
19,14,15,1
163,198,238,0
75,133,198,0
41,80,72,1
118,158,217,0
54,55,21,1
93,196,191,1
4,1,3,1
179,178,134,1
63,124,190,0
129,132,87,1
120,160,212,0
113,155,214,0
109,145,215,0
136,138,92,1
0,0,173,1
59,60,20,1
78,81,32,1
178,175,131,1
128,167,219,0
202,185,176,1
139,139,85,1
56,59,20,1
205,204,170,1
33,35,6,1
177,174,129,1
164,180,226,0
144,169,233,0
141,30,138,1
141,141,95,1
95,94,44,1
164,163,113,1
13,23,7,1
177,178,134,1
203,213,253,0
209,215,220,1
160,164,123,1
105,109,60,1
62,62,22,1
7,0,169,1
99,102,56,1
221,222,226,1
71,32,248,1
34,33,5,1
124,163,215,0
199,199,159,1
200,201,169,1
142,145,96,1
59,61,19,1
255,0,128,1
255,0,255,1
227,212,203,1
162,161,110,1
104,140,200,0
150,151,101,1
201,200,162,1
242,221,223,1
144,181,233,0
0,0,255,1
73,64,31,1
167,163,114,1
118,159,221,0
178,175,131,1
97,137,202,0
55,53,18,1
175,192,243,0
183,179,138,1
68,71,56,1
158,161,122,1
88,101,153,0
79,115,191,0
55,56,22,1
69,70,26,1
34,36,6,1
152,166,218,0
66,66,26,1
196,194,159,1
25,23,5,1
69,71,25,1
183,180,135,1
94,143,217,0
171,168,123,1
89,136,227,0
170,168,120,1
119,118,60,1
0,138,107,1
39,46,19,1
0,2,0,1
163,164,114,1
62,63,29,1
112,111,53,1
44,100,149,0
176,216,174,1
157,166,110,1
12,16,10,1
165,164,113,1
152,190,255,0
161,161,113,1
13,6,3,1
157,157,145,1
168,180,238,0
133,136,87,1
118,154,218,0
125,132,87,1
124,165,36,1
165,169,133,1
183,180,135,1
205,204,170,1
213,130,168,1
39,39,25,1
172,169,131,1
50,94,141,0
156,160,124,1
32,32,2,1
189,186,148,1
155,172,228,0
18,8,192,1
102,121,178,0
105,145,204,0
181,178,133,1
57,44,189,1
92,94,52,1
56,107,177,0
183,180,136,1
179,177,129,1
59,59,59,1
212,230,223,1
8,3,0,1
179,176,131,1
82,81,30,1
113,148,222,0
155,192,254,0
201,199,164,1
131,81,59,1
0,0,0,1
166,165,109,1
192,192,152,1
164,162,114,1
57,117,177,0
76,111,179,0
55,56,22,1
134,137,91,1
137,176,231,0
147,144,93,1
186,184,143,1
20,39,30,1
69,71,25,1
96,78,61,1
141,181,246,0
61,62,22,1
8,0,71,1
181,178,133,1
171,170,119,1
80,116,186,0
197,195,161,1
136,138,92,1
159,155,166,1
164,162,114,1
38,37,9,1
142,141,85,1
174,170,122,1
126,164,218,0
165,163,115,1
164,162,114,1
132,169,129,1
81,79,49,1
56,25,212,1
76,163,75,1
248,250,250,1
4,151,253,1
51,90,145,0
199,197,163,1
165,164,114,1
167,188,239,0
237,194,161,1
96,91,152,1
0,0,0,1
57,61,12,1
251,251,255,1
180,176,127,1
193,192,154,1
183,181,133,1
130,132,90,1
46,99,156,0
159,162,123,1
65,66,26,1
2,19,152,1
72,74,28,1
6,13,0,1
183,180,136,1
140,139,81,1
128,160,231,0
158,162,121,1
216,220,221,1
157,159,113,1
156,159,114,1
180,178,130,1
53,56,24,1
98,144,222,0
172,171,121,1
186,185,141,1
182,177,128,1
111,149,207,0
55,56,22,1
128,159,228,0
67,68,24,1
221,224,229,1
89,140,220,0
172,171,120,1
0,3,0,1
51,52,18,1
134,133,83,1
19,16,2,1
94,96,44,1
183,180,136,1
157,189,248,0
69,70,26,1
200,211,255,0
167,167,119,1
128,168,221,0
173,172,122,1
212,168,144,1
194,193,155,1
176,175,131,1
195,192,147,1
81,113,186,0
180,178,130,1
82,90,130,0
197,196,158,1
15,14,0,1
46,22,200,1
54,56,20,1
193,192,154,1
182,179,135,1
179,177,129,1
91,33,14,1
201,200,162,1
33,27,14,1
121,151,102,1
63,78,117,0
71,81,121,0
158,162,121,1
55,58,13,1
172,173,131,1
199,197,162,1
155,159,118,1
22,20,9,1
99,145,222,0
185,183,135,1
175,173,125,1
138,157,18,1
123,114,110,1
79,87,127,0
139,169,224,0
49,50,10,1
173,172,122,1
169,185,232,0
161,159,105,1
208,219,255,0
189,185,137,1
255,0,255,1
183,180,135,1
123,163,215,0
129,161,227,0
76,74,50,1
169,166,115,1
182,183,141,1
171,169,121,1
198,198,158,1
170,186,239,0
128,131,109,1
67,71,30,1
51,56,24,1
69,72,27,1
189,187,147,1
156,162,121,1
182,178,137,1
98,142,219,0
162,178,225,0
200,160,208,1
174,188,237,0
25,29,18,1
154,155,105,1
89,88,38,1
185,118,187,1
67,69,27,1
179,176,132,1
137,179,226,0
201,200,162,1
159,162,123,1
199,197,162,1
167,163,115,1
228,158,91,1
173,170,132,1
60,60,46,1
105,108,163,0
169,173,124,1
180,177,132,1
147,148,98,1
200,198,163,1
197,195,161,1
161,162,112,1
60,124,182,0
114,113,55,1
116,106,149,1
160,165,133,1
175,174,124,1
106,143,201,0
147,185,250,0
63,58,27,1
106,92,103,1
175,173,125,1
53,53,17,1
255,128,0,1
120,120,136,1
182,179,135,1
15,14,0,1
147,160,228,0
165,163,115,1
171,169,121,1
200,198,167,1
176,177,133,1
160,157,112,1
125,124,66,1
152,145,226,1
44,98,158,0
146,165,19,1
180,179,135,1
150,95,218,1
16,14,3,1
189,187,147,1
180,179,135,1
136,139,90,1
179,177,129,1
150,188,252,0
145,145,91,1
155,158,109,1
196,195,157,1
74,80,33,1
170,168,120,1
154,157,108,1
181,178,134,1
175,143,100,1
161,178,235,0
73,48,206,1
9,4,0,1
186,185,141,1
200,198,163,1
136,139,90,1
94,138,215,0
60,9,0,1
53,57,22,1
186,185,141,1
27,29,0,1
146,157,101,1
7,6,0,1
176,174,126,1
59,54,215,1
151,183,232,0
184,182,141,1
105,144,213,0
81,84,35,1
36,35,9,1
103,104,78,1
180,177,132,1
87,87,71,1
83,118,184,0
119,72,10,1
181,179,138,1
102,102,54,1
180,179,135,1
99,17,5,1
180,179,135,1
136,135,85,1
171,170,120,1
178,174,133,1
12,11,7,1
151,154,199,1
93,140,222,0
120,149,223,0
83,81,27,1
178,178,138,1
55,56,40,1
24,66,48,1
186,187,145,1
138,139,89,1
140,162,227,0
54,54,48,1
86,87,43,1
197,197,161,1
6,3,0,1
172,168,119,1
137,178,227,0
139,142,93,1
191,189,158,1
154,172,219,0
233,190,157,1
60,119,188,0
31,30,0,1
156,162,127,1
121,159,217,0
37,88,74,1
179,177,129,1
64,89,139,0
48,49,40,1
54,119,188,0
56,109,172,0
65,66,24,1
53,32,225,1
202,201,163,1
53,103,156,0
182,179,135,1
146,190,251,0
173,171,123,1
90,89,33,1
168,139,41,1
0,136,253,1
63,64,20,1
61,123,187,0
62,63,19,1
138,139,89,1
189,187,139,1
66,58,205,1
180,179,135,1
120,161,224,0
173,170,125,1
169,168,118,1
72,75,26,1
159,156,105,1
